epoch,train_total_loss,train_avg_loss,val_total_loss,val_avg_loss
1,2.2560228367693087,0.005489106658806104,0.009192254284396253,0.00020427231743102786
2,1.0795258201884128,0.0026265835041080605,0.09180292978154281,0.002040065106256507
3,1.052867578251695,0.0025617216015856323,0.0731139455448785,0.0016247543454417446
4,0.8073806660971026,0.001964429844518498,0.19646137973711586,0.004365808438602575
5,1.4143293050360204,0.0034411905232019963,0.13124016824038978,0.002916448183119773
6,1.7891317625446999,0.00435311864366107,0.003908916411771984,8.686480915048853e-05
7,1.6580474976075033,0.0040341788262956285,0.21938267739298867,0.004875170608733081
8,1.3432645560847956,0.003268283591447191,0.09630977522762975,0.002140217227280661
9,1.9106270646724646,0.004648727651271204,0.11303213293443043,0.002511825176320676
10,0.8173244415024472,0.0019886239452614287,0.1773171767708811,0.00394038170601958
11,1.380950483365997,0.003359976845172742,0.039041374313383725,0.0008675860958529717
12,1.327626453097846,0.0032302346790701853,0.15368052708310456,0.00341512282406899
13,1.492902875626087,0.003632367093980747,0.0428892358082632,0.0009530941290725155
14,1.3574727982386252,0.0033028535236949517,0.04660602255382483,0.0010356893900849962
15,1.306944828197854,0.003179914423839061,0.46781795391821684,0.01039595453151593
16,1.2627336995774285,0.0030723447678282934,0.012223789550931957,0.00027163976779848793
17,1.6394913137851517,0.003989029960547814,0.0628255877401004,0.0013961241720022311
18,1.1436602594482896,0.002782628368487323,0.030358231208039977,0.0006746273601786662
19,1.5095799146277618,0.003672943831211099,0.1260274091538589,0.002800609092307976
20,2.5029430634210015,0.006089885799077863,0.007194697977447478,0.00015988217727661063
21,1.7988237630059456,0.004376700153299138,0.17412948408997161,0.0038695440908882582
22,1.2281707528172112,0.0029882500068545287,0.014973241603472598,0.00033273870229939107
23,1.9789692257111036,0.004815010281535532,0.005882396814019742,0.0001307199292004387
24,1.6056289428121036,0.003906639763533099,0.06348821315763367,0.0014108491812807483
25,0.8976851469574044,0.002184148776052079,0.6240342233560033,0.013867427185688962
26,2.3249156267975413,0.00565672901897212,0.10049950987795647,0.0022333224417323662
27,1.86120619312636,0.004528482221718638,0.09489903799698819,0.002108867511044182
28,1.258554049451528,0.003062175302801771,0.03821232525405541,0.0008491627834234535
29,1.3170889902183152,0.0032045960832562414,0.1504704270451913,0.003343787267670918
30,1.1676100548945048,0.002840900376872274,0.812088803326574,0.018046417851701642
31,0.8907432133265362,0.0021672584265852463,0.09260176113382766,0.002057816914085059
32,1.1960962112455211,0.002910209759721463,0.00033446618402428025,7.432581867206228e-06
33,1.2775451471087889,0.003108382353062747,0.02210129788728349,0.0004911399530507441
34,1.731233317440646,0.004212246514454126,0.20611502141791543,0.00458033380928701
35,1.9776223135877466,0.004811733123084542,0.27166742873949623,0.006037053971988805
36,1.131532305995849,0.00275311996592664,0.051176414337359366,0.0011372536519413193
37,1.349446032643217,0.0032833236803971213,0.003525322477122485,7.834049949161078e-05
38,1.1514093168624369,0.0028014825227796517,0.04882411942949721,0.0010849804317666046
39,1.5953473831455665,0.0038816238032738843,0.005107570123229078,0.0001135015582939795
40,1.1623226029756712,0.0028280355303544314,0.04238089550860949,0.0009417976779690998
41,1.1459830728896483,0.002788279982699874,0.3210519860694979,0.007134488579322176
42,1.0116478274332528,0.002461430237063875,0.13350168474813665,0.0029667041055141475
43,1.1504987829212805,0.0027992671117306094,0.33978797504558333,0.007550843889901852
44,2.033591191056194,0.004947910440526019,0.0035282704776270594,7.840601061393465e-05
45,0.9572621062671812,0.0023291048814286647,0.8239470778771613,0.018309935063936918
46,1.6291246263872268,0.003963806876854567,0.00039664102169210133,8.814244926491141e-06
47,1.6497482492995728,0.004013986008028158,0.18244841783612512,0.004054409285247224
48,0.7415971417722034,0.0018043726077182564,0.0007206801037837622,1.601511341741694e-05
49,1.1296753817815515,0.002748601902144894,0.051590188246044284,0.001146448627689873
50,1.0703142873086608,0.00260417101534954,0.002876420696677044,6.392045992615654e-05
51,1.5559423341903176,0.0037857477717525975,0.45882971105887205,0.010196215801308268
52,0.9008387752613672,0.0021918218376188983,0.054857110988453216,0.0012190469108545158
53,1.2102144162737465,0.0029445606235370962,0.0013192240711365287,2.9316090469700638e-05
54,1.6709953171513283,0.004065682036864545,0.12203014785336713,0.0027117810634081584
55,0.9767652934068511,0.0023765578915008545,0.02516738572177634,0.0005592752382616964
56,0.8541138463444905,0.002078135879183675,0.03206697897555191,0.0007125995327900425
57,1.6306403265083549,0.00396749471169916,0.03822866612982368,0.0008495259139960818
58,1.1829472121248932,0.002878217061131127,0.19742096751537194,0.00438713261145271
59,1.2123716573427423,0.0029498093852621467,0.11936219115469826,0.0026524931367710725
60,1.4057667675785175,0.003420357098731186,0.16204908764407389,0.0036010908365349753
61,0.9384278916797139,0.0022832795417997904,0.13936365853030333,0.003096970189562296
62,1.2037242119350477,0.002928769372104739,0.029168182982666636,0.0006481818440592586
63,2.0996462149849418,0.005108628260303994,0.3793669228134079,0.008430376062520175
64,1.9194687516946982,0.004670240271763256,0.015060064437478303,0.000334668098610629
65,1.6096459649110955,0.003916413539929673,0.04833897798504724,0.0010741995107788277
66,1.593033293553392,0.0038759934149717565,0.0032047192425762217,7.121598316836049e-05
67,1.0647178190571285,0.002590554304275252,1.8200478887617026,0.04044550863914895
68,1.4040400240637159,0.003416155776310744,0.011129049047699416,0.00024731220105998704
69,0.6910734696796578,0.0016814439651573181,0.007605583441882403,0.0001690129653751645
70,1.0325140064181892,0.0025121995289980274,0.006626325029020218,0.0001472516673115604
71,2.2290083099488736,0.005423377883087284,0.0011239947123969118,2.497766027548693e-05
72,0.9589579615172097,0.0023332310499202184,0.10833032723045043,0.0024073406051211207
73,0.8854946934743401,0.002154488305290365,0.17030967012070394,0.0037846593360156434
74,0.7833083462629122,0.0019058597232674264,0.05326903911868495,0.0011837564248596655
75,1.329736593688191,0.003235368841090489,0.09575126776514115,0.00212780595033647
76,1.0252966872960447,0.002494639141839525,0.004985106208140816,0.00011078013795868479
77,1.2655538419418868,0.00307920642808245,0.0270058774933773,0.00060013061096394
78,1.3602309688691236,0.00330956440114142,0.08247544674619633,0.0018327877054710297
79,0.8992798303850881,0.002188028784391942,0.042289935586801525,0.0009397763463733672
80,1.4908018794861464,0.0036272551812314997,0.1396913566560687,0.00310425237013486
81,1.4517406351828712,0.0035322156573792487,0.0003411039251840724,7.58008722631272e-06
82,1.0775162101341946,0.002621693941932347,0.001251876935699849,2.7819487459996646e-05
83,1.0730605017827202,0.0026108528023910467,0.03891686099678181,0.000864819133261818
84,1.165354074923499,0.00283541137450973,0.04650443726909784,0.0010334319393132852
85,1.7032637536581774,0.004144194047830115,0.1245517791294388,0.002767817313987529
86,1.1229545343287166,0.0027322494752523518,0.0736958953917368,0.0016376865642608177
87,0.9000280381279493,0.0021898492411872245,0.0941150585319782,0.0020914457451550713
88,0.9326023868618334,0.0022691055641407137,0.0011038519489214576,2.4530043309365724e-05
89,1.3110509034490199,0.0031899048745718246,0.17959841240254304,0.003991075831167623
90,1.371188485744677,0.0033362250261427663,0.014218261555914305,0.0003159613679092068
91,1.104729657912633,0.0026879067102497153,0.017017245661095522,0.0003781610146910116
92,1.0997790778743508,0.0026758615033439194,0.9654212299325118,0.02145380510961137
93,1.7066188210112563,0.00415235722873785,0.02985873512006147,0.000663527447112477
94,0.8598859053884435,0.002092179818463366,0.06160059697096045,0.0013689021549102322
95,1.0296113290325417,0.0025051370536071575,0.018481297751808717,0.0004106955055957493
96,0.9042742362923114,0.002200180623582266,0.01364875823082707,0.0003033057384628238
97,0.8654118943275362,0.0021056250470256354,0.04209408600210046,0.0009354241333800103
98,1.4845772406502313,0.003612110074574772,0.005394599869374844,0.00011987999709721875
99,1.5205697650969774,0.003699683126756636,0.07018681365608634,0.001559706970135252
100,1.291549698871979,0.0031424566882529903,0.26548352315611107,0.005899633847913579
101,1.2373591005256992,0.0030106060840041343,0.3250373391408679,0.007223051980908176
102,1.577515396951761,0.0038382369755517298,0.13440476690915934,0.0029867725979813185
103,0.9441301338580518,0.0022971536103602234,0.31505117942023364,0.007001137320449637
104,0.8069286709643728,0.0019633300996700067,0.08711513400030758,0.001935891866673502
105,0.7662702003685757,0.0018644043804588218,0.011267589636269766,0.0002503908808059948
106,1.2990220907753092,0.003160637690450874,0.14138322953428684,0.0031418495452063743
107,1.0024899273407646,0.002439148241705023,0.25042166786931525,0.00556492595265145
108,1.3920160151236134,0.0033869002801061154,0.042496066909401435,0.000944357042431143
109,1.1728190420681361,0.0028535743116013044,0.12260536667001376,0.0027245637037780837
110,1.501718136609373,0.0036538154175410537,0.001333800917943261,2.9640020398739132e-05
111,0.9741244280657153,0.0023701324283837357,0.0031920927964820267,7.093539547737837e-05
112,0.9691854385485034,0.002358115422259132,0.009688111162785777,0.00021529135917301728
113,1.784471287301532,0.004341779287838277,0.006433533956253331,0.00014296742125007402
114,1.1491018287028198,0.002795868196357226,0.04423905542809311,0.0009830901206242912
115,1.3171785201374895,0.0032048139176094636,0.11276304247681944,0.0025058453883737655
116,1.2379459050644146,0.0030120338322735148,0.5267477335745704,0.01170550519054601
117,1.1231120721394554,0.002732632778928115,0.006916902867588487,0.0001537089526130775
118,1.451219483344742,0.0035309476480407348,0.12105208424177352,0.0026900463164838562
119,1.161539621398419,0.002826130465689584,0.02844395515795556,0.0006320878923990124
120,1.3676745075595282,0.0033276752008747647,0.010540755768259327,0.00023423901707242948
121,0.9818716370091637,0.002388982085180447,0.07011035646864514,0.0015580079215254475
122,1.7081870475205227,0.004156172865013437,0.0009362715187579795,2.0806033750177322e-05
123,1.2906703397928583,0.003140317128449777,0.0006455816133952585,1.4346258075450189e-05
124,1.2045394628652808,0.0029307529510104154,0.15845198297452498,0.003521155177211666
125,1.1613773614407181,0.0028257356726051537,0.000984965629547566,2.188812510105702e-05
126,0.6299756844046105,0.0015327875532958892,0.07967654325885189,0.0017705898501967085
127,1.475015775832463,0.003588846169908669,0.3890746583865627,0.008646103519701393
128,0.799237114894003,0.0019446158513236082,0.047772249210900855,0.001061605538020019
129,1.2274984252729038,0.002986614173413391,0.006816737064066875,0.00015148304586815278
130,1.21713297205494,0.002961394092591095,0.008888402004076411,0.00019752004453503136
131,1.1159044960348057,0.0027150960974082865,0.018284037600453846,0.00040631194667675215
132,1.0761801038384526,0.0026184430750327316,0.0006173461288868766,1.3718802864152813e-05
133,1.4136277998405689,0.0034394836979089265,0.004759908251683466,0.00010577573892629924
134,1.1666915652241754,0.002838665608817945,0.02549423398979725,0.0005665385331066055
