epoch,total_loss,avg_loss
1,0.04359907660727944,2.6851186223866926e-07
2,0.014108696207527619,8.68906542807463e-08
3,0.012907394186164423,7.949224431503035e-08
4,0.008099334773784876,4.988104410083497e-08
5,0.006189564995060995,3.81194225336786e-08
6,0.005997716698660597,3.693789422293483e-08
7,0.007351562231557842,4.527576771727961e-08
8,0.01007939339466015,6.207555070522902e-08
9,0.0058279146512610945,3.589214125046094e-08
10,0.005067561442223753,3.120938482520957e-08
11,0.007457881755789647,4.5930553452788625e-08
12,0.00620855213885522,3.8236357884963755e-08
13,0.007565299290316041,4.6592101459701066e-08
14,0.008615992755977893,5.306296463068301e-08
15,0.007497694607223203,4.6175747243834896e-08
16,0.007187593775430811,4.4265941846432664e-08
17,0.009143279564228935,5.631034447986386e-08
18,0.007694741377913389,4.738929118704088e-08
19,0.006864703524949586,4.227737077561901e-08
20,0.0064553118315157434,3.975606678151998e-08
21,0.0062770455439501134,3.865818543692679e-08
22,0.006075722495007192,3.7418305352535165e-08
23,0.0035201981154335277,2.1679701153723388e-08
24,0.0032925691301691363,2.027781176777627e-08
25,0.0031224393550166986,1.923004043170169e-08
26,0.0037658432495178474,2.3192545863646342e-08
27,0.0058380930764137815,3.595482670403196e-08
28,0.005543727009143465,3.414192636179331e-08
29,0.003664537600912124,2.256863888030722e-08
30,0.002956877053407951,1.821039860942368e-08
31,0.003434011389947136,2.114890646811438e-08
32,0.00549878329571798,3.386513333939744e-08
33,0.0036493242861298965,2.2474945256476733e-08
34,0.0026406062981412784,1.626259475492402e-08
35,0.0049360417668152185,3.0399399942202325e-08
36,0.005125014178165559,3.156321665649806e-08
37,0.004512811236960108,2.7792867268327296e-08
38,0.004825551221698756,2.971892630978522e-08
39,0.003357183688997165,2.0675750826782562e-08
40,0.00480696614881462,2.9604467176283125e-08
41,0.002608321630616077,1.6063764484342083e-08
42,0.004357189615241628,2.6834446707529133e-08
43,0.00447876825539119,2.7583208140461716e-08
44,0.0008420664853008792,5.186000660829566e-09
45,0.00255900746076672,1.5760055309483228e-08
46,0.0030451460210724154,1.8754017115360407e-08
47,0.001803505761563505,1.1107177680793636e-08
48,0.0012919521979653896,7.956693526419968e-09
49,0.0018863814671818521,1.1617580922824928e-08
50,0.002004110407372522,1.2342633364983846e-08
51,0.003694708041327405,2.2754448346260802e-08
52,0.0007501178341121134,4.619720237429335e-09
53,0.002221356840287479,1.3680580147484368e-08
54,0.001612033604613273,9.927965884803958e-09
55,0.001337507014911569,8.237250127247566e-09
56,0.0007454393545921354,4.5909070756353294e-09
57,0.0019624578671912202,1.2086109557569425e-08
58,0.0012342318524091493,7.601213578668555e-09
59,0.0018996407428680546,1.1699240285441881e-08
60,0.0013262954503804633,8.168201920149675e-09
61,0.0008065312625507026,4.9671513278112905e-09
62,0.0010017814360188328,6.169630640678147e-09
63,0.00040660815939164776,2.5041611560521006e-09
64,0.0010699221674546546,6.589286195701592e-09
65,0.0012913947036137623,7.953260108600336e-09
66,0.0037098792108177766,2.2847882411594147e-08
67,0.0002425221883132753,1.493611550647431e-09
68,0.0008208942504732282,5.055608078148634e-09
69,0.002876557185492947,1.771573590124557e-08
70,0.0013747155131457374,8.466404594025714e-09
71,0.0005408213172804748,3.330734280209609e-09
72,0.004710705147089257,2.9011628454787788e-08
73,0.0004398953231904794,2.7091654597160824e-09
74,0.0031319750668567744,1.9288767632899402e-08
75,0.00015448731635102762,9.514347604036854e-10
76,0.0016245565014745087,1.0005090141061067e-08
77,0.0017860196966848184,1.0999486963256319e-08
78,0.0003712834918839474,2.2866085610535456e-09
79,0.00039126095978829294,2.4096429812117344e-09
80,0.0005543143895789313,3.4138335165263393e-09
81,0.0008130018040432874,5.0070011888878535e-09
82,0.0021592275027822396,1.3297946720096565e-08
83,0.002136123887021689,1.3155659420111033e-08
84,0.002853778824932358,1.757545173724916e-08
85,9.530915411345689e-05,5.86976616269065e-10
86,0.0037419709259092857,2.3045524353859853e-08
87,0.00041526712659911203,2.5574887856916606e-09
88,0.0003433988505793872,2.1148765532409157e-09
89,0.00036451626035851334,2.2449314871223253e-09
90,0.0016133971648832463,9.93636358805495e-09
91,0.00023486069445752687,1.4464270196247337e-09
92,0.00036222529969152847,2.2308222407144566e-09
93,0.00034784488724044646,2.1422581786408237e-09
94,0.0003949342956241753,2.432265805424395e-09
95,0.002605417412819083,1.6045878396156275e-08
96,8.581385121627187e-05,5.284982799866472e-10
97,0.0003471787237943225,2.1381555048827237e-09
98,0.0021590071105162304,1.3296589399199562e-08
99,0.0002723048848114601,1.6770330338877776e-09
100,0.00037848052229036194,2.3309326198959308e-09
