epoch,total_loss,avg_loss
1,2.2030653491257626,1.3567929083811734e-05
2,0.0016538569492092017,1.0185541618429183e-08
3,0.0008295032199639576,5.108627788880895e-09
4,0.0008099094974050912,4.987956725595335e-09
5,0.0005156094041726819,3.175462694984276e-09
6,0.007459254914543384,4.593901026983171e-08
7,0.04110846632477582,2.5317304185286853e-07
8,0.027353528873064047,1.684610672529549e-07
9,0.03536544160016263,2.1780370874568205e-07
10,0.02905072916624221,1.7891354576341023e-07
11,0.03209904062184429,1.9768705771183808e-07
12,0.02884475974505487,1.776450502549985e-07
13,0.031564548104645825,1.9439530035563686e-07
14,0.02627848910473685,1.6184026349662105e-07
15,0.028069451797972853,1.728701926919676e-07
16,0.024017228180201237,1.479139276862609e-07
17,0.0276377644468636,1.7021157733652517e-07
18,0.02441430314884269,1.5035937716764912e-07
19,0.023919029226496056,1.4730915377862118e-07
20,0.02274091435333557,1.4005354556074945e-07
21,0.02455366226158721,1.5121764247496327e-07
22,0.018219960200619317,1.1221052884789538e-07
23,0.022032211493101816,1.3568888604079382e-07
24,0.0186916441519439,1.1511546964054306e-07
25,0.02011958285307712,1.2390965772066244e-07
26,0.01732262435737953,1.0668414303720157e-07
27,0.017579180939581492,1.0826418763945663e-07
28,0.018984998758851252,1.169221407429268e-07
29,0.016282295462096606,1.0027711172483484e-07
30,0.016363723211044557,1.0077859749493178e-07
31,0.015449346310113053,9.514726161438818e-08
32,0.016481659860248986,1.0150492914615722e-07
33,0.0165569319767855,1.0196850447294501e-07
34,0.014728558093021328,9.0708172498022e-08
35,0.014512352055678973,8.937663315747675e-08
36,0.014516914690480448,8.940473287110817e-08
37,0.015057330384698666,9.273296905703944e-08
38,0.015033059520157306,9.258349306939765e-08
39,0.013367358507538334,8.232500789871674e-08
40,0.01306866348257874,8.048544698058631e-08
41,0.013713279750133794,8.445541900521511e-08
42,0.013536430407268164,8.33662641403938e-08
43,0.012600806768595438,7.760407683910156e-08
44,0.012978206945648737,7.992835598066635e-08
45,0.012400083063495814,7.636788790929412e-08
46,0.011880392389103113,7.316729006117465e-08
47,0.011984375006129427,7.380768358119532e-08
48,0.012048349967127246,7.420168357502323e-08
49,0.011027068290941798,6.79119575972717e-08
50,0.012825445568752218,7.898755069347871e-08
51,0.010433399993959263,6.425575676965545e-08
52,0.010828840112271094,6.669113776472132e-08
53,0.011972096628206096,7.373206523378946e-08
54,0.009532255819900451,5.870591674662937e-08
55,0.01034441197063208,6.370770984481459e-08
56,0.010239599330879269,6.306220449754127e-08
57,0.009822138835906446,6.049120750313443e-08
58,0.01053593130785799,6.488721220805176e-08
59,0.009654994655710195,5.9461823429450674e-08
60,0.011096332421091747,6.833853178232678e-08
61,0.00853768781057461,5.258071114393778e-08
62,0.009376998090045925,5.774973727187356e-08
63,0.009560739928147547,5.8881340667152463e-08
64,0.007774730267924452,4.788191551504531e-08
65,0.009708591573425556,5.979190858963963e-08
66,0.007839007230912605,4.8277775436264685e-08
67,0.00844985561999318,5.203978259928177e-08
68,0.009156423999956184,5.639129658229006e-08
69,0.007768743841356712,4.784504715289311e-08
70,0.008160594953443588,5.025832468109592e-08
71,0.008513214913115925,5.242999090437403e-08
72,0.007472247497351909,4.601902716185517e-08
73,0.007973168725359414,4.9104030382880244e-08
74,0.008044784651949006,4.95450884811453e-08
75,0.006706860100369699,4.130526688778121e-08
76,0.007961623108233546,4.90329248596352e-08
77,0.03449365148405206,2.124346503670688e-07
78,0.00013626355440615157,8.392008179078515e-10
79,0.00415171608873975,2.5569005245575002e-08
80,0.00642989294365643,3.959952050929915e-08
81,0.007030083027425543,4.329588680030266e-08
82,0.006035789281436797,3.717237029208549e-08
83,0.006823791799055798,4.202540939106747e-08
84,0.005915720485004617,3.6432907472329864e-08
85,0.006564497393025693,4.042850346440413e-08
86,0.006522023974902209,4.016692414934878e-08
87,0.005586813963121962,3.440728423519897e-08
88,0.005607901433650776,3.453715478343552e-08
89,0.005894512542346432,3.6302294977283365e-08
90,0.005821729011314886,3.5854046000966206e-08
91,0.006008019874214838,3.700134797173692e-08
92,0.0051429482832477755,3.1673666701038814e-08
93,0.004841723084906981,2.981852330687356e-08
94,0.005415701063662834,3.335345817138831e-08
95,0.004862538959783387,2.9946721189997025e-08
96,0.004690908065711469,2.8889704973803952e-08
97,0.004640857461649852,2.858146035147378e-08
98,0.004567559885980479,2.8130045549324572e-08
99,0.004579319800146442,2.8202470855046356e-08
100,0.00475923500103956,2.9310507295175675e-08
